model,year,mileage,tax,mpg,engineSize,price
 Santa Fe,2017,27287,145,47.1,2.2,16989
 Santa Fe,2017,30142,200,47.1,2.2,17295
 Santa Fe,2017,28366,150,47.1,2.2,17400
 Santa Fe,2017,30131,150,47.1,2.2,17500
 Santa Fe,2017,29458,200,47.1,2.2,17991
 Santa Fe,2017,30956,200,47.1,2.2,17995
 Santa Fe,2017,28507,150,47.1,2.2,18000
 Santa Fe,2017,22531,200,47.1,2.2,18295
 Santa Fe,2017,39608,200,47.1,2.2,18500
 Santa Fe,2017,26800,145,47.1,2.2,18579
 Santa Fe,2017,41109,200,47.1,2.2,18670
 Santa Fe,2017,19049,200,47.1,2.2,18990
 Santa Fe,2017,26711,200,47.1,2.2,19495
 Santa Fe,2017,26306,205,47.1,2.2,19500
 Santa Fe,2017,7493,200,47.1,2.2,19691
 Santa Fe,2017,19222,145,47.1,2.2,19995
 Santa Fe,2017,28845,200,47.1,2.2,19995
 Santa Fe,2017,22919,200,47.1,2.2,20495
 Santa Fe,2018,34000,145,47.1,2.2,18000
 Santa Fe,2018,27410,145,47.1,2.2,18495
 Santa Fe,2018,30229,145,47.1,2.2,19000
 Santa Fe,2018,20318,145,47.1,2.2,20000
 Santa Fe,2018,7781,145,47.1,2.2,20250
 Santa Fe,2018,17452,145,47.1,2.2,20749
 Santa Fe,2018,21588,145,47.1,2.2,20842
 Santa Fe,2018,13436,145,47.1,2.2,21985
 Tucson,2015,39000,30,61.7,1.7,9750
 Tucson,2015,70075,30,61.7,1.7,9795
 Tucson,2015,69085,30,61.7,1.7,10298
 Tucson,2015,56525,30,61.7,1.7,10398
 Tucson,2015,49679,30,61.7,1.7,10500
 Tucson,2015,34177,30,61.7,1.7,10700
 Tucson,2015,54411,30,61.7,1.7,10995
 Tucson,2015,47284,30,61.7,1.7,10998
 Tucson,2015,49464,30,61.7,1.7,11000
 Tucson,2015,26499,30,61.7,1.7,11050
 Tucson,2015,43169,30,61.7,1.7,11176
 Tucson,2015,21904,30,61.7,1.7,11697
 Tucson,2015,57000,30,61.7,1.7,11950
 Tucson,2015,72712,125,58.9,2,11990
 Tucson,2015,27256,30,61.7,1.7,11998
 Tucson,2015,38973,125,58.9,2,11999
 Tucson,2015,30763,30,61.7,1.7,12495
 Tucson,2015,14500,30,61.7,1.7,12691
 Tucson,2015,7900,30,61.7,1.7,13000
 Tucson,2015,29083,125,58.9,2,13369
 Tucson,2015,20433,30,61.7,1.7,13900
 Tucson,2015,60230,200,47.9,2,13995
 Tucson,2015,47085,145,54.3,2,14250
 Tucson,2015,42861,200,47.9,2,15495
 Tucson,2015,16212,125,58.9,2,15769
 Tucson,2015,28287,145,54.3,2,16996
 Tucson,2016,53917,30,61.7,1.7,9580
 Tucson,2016,80000,30,61.7,1.7,9990
 Tucson,2016,89895,30,61.7,1.7,9998
 Tucson,2016,64038,30,61.7,1.7,10100
 Tucson,2016,57535,30,61.7,1.7,10222
 Tucson,2016,45000,30,61.7,1.7,10299
 Tucson,2016,48868,30,61.7,1.7,10500
 Tucson,2016,66216,30,61.7,1.7,10695
 Tucson,2016,36567,30,61.7,1.7,10698
 Tucson,2016,59776,30,61.7,1.7,10698
 Tucson,2016,67372,30,61.7,1.7,10698
 Tucson,2016,31789,30,61.7,1.7,10776
 Tucson,2016,62874,30,61.7,1.7,10780
 Tucson,2016,45668,30,61.7,1.7,10800
 Tucson,2016,51846,30,61.7,1.7,10870
 Tucson,2016,60996,30,61.7,1.7,10985
 Tucson,2016,108000,125,58.9,2,10991
 Tucson,2016,108000,125,58.9,2,10991
 Tucson,2016,49018,30,61.7,1.7,10995
 Tucson,2016,32617,30,61.7,1.7,10998
 Tucson,2016,40191,30,61.7,1.7,10998
 Tucson,2016,44268,30,61.7,1.7,10998
 Tucson,2016,69894,30,61.7,1.7,11199
 Tucson,2016,71022,30,61.7,1.7,11200
 Tucson,2016,40800,30,61.7,1.7,11295
 Tucson,2016,31237,30,61.7,1.7,11298
 Tucson,2016,18006,30,61.7,1.7,11349
 Tucson,2016,37877,30,61.7,1.7,11399
 Tucson,2016,51696,30,61.7,1.7,11485
 Tucson,2016,52532,30,61.7,1.7,11485
 Tucson,2016,53963,30,61.7,1.7,11485
 Tucson,2016,12800,30,61.7,1.7,11490
 Tucson,2016,28000,30,61.7,1.7,11490
 Tucson,2016,30311,30,61.7,1.7,11490
 Tucson,2016,52549,30,61.7,1.7,11490
 Tucson,2016,15800,30,61.7,1.7,11495
 Tucson,2016,19312,30,61.7,1.7,11495
 Tucson,2016,21240,30,61.7,1.7,11498
 Tucson,2016,40297,30,61.7,1.7,11498
 Tucson,2016,42404,30,61.7,1.7,11498
 Tucson,2016,52938,30,61.7,1.7,11498
 Tucson,2016,63104,30,61.7,1.7,11498
 Tucson,2016,27542,30,61.7,1.7,11499
 Tucson,2016,42850,30,61.7,1.7,11499
 Tucson,2016,56765,30,61.7,1.7,11500
 Tucson,2016,58264,30,61.7,1.7,11517
 Tucson,2016,31480,30,61.7,1.7,11599
 Tucson,2016,36469,30,61.7,1.7,11678
 Tucson,2016,22684,30,61.7,1.7,11695
 Tucson,2016,29051,30,61.7,1.7,11698
 Tucson,2016,17841,30,61.7,1.7,11699
 Tucson,2016,38000,30,61.7,1.7,11750
 Tucson,2016,37878,30,61.7,1.7,11795
 Tucson,2016,56137,145,54.3,2,11797
 Tucson,2016,40540,30,61.7,1.7,11798
 Tucson,2016,48233,30,61.7,1.7,11798
 Tucson,2016,52039,30,61.7,1.7,11799
 Tucson,2016,59271,30,61.7,1.7,11799
 Tucson,2016,46601,30,61.7,1.7,11823
 Tucson,2016,37692,30,61.7,1.7,11900
 Tucson,2016,18397,30,61.7,1.7,11950
 Tucson,2016,49029,30,61.7,1.7,11950
 Tucson,2016,35988,30,61.7,1.7,11990
 Tucson,2016,42000,30,61.7,1.7,11990
 Tucson,2016,68773,145,54.3,2,11990
 Tucson,2016,26000,30,61.7,1.7,11995
 Tucson,2016,28323,30,61.7,1.7,11995
 Tucson,2016,19303,30,61.7,1.7,11998
 Tucson,2016,31022,30,61.7,1.7,11998
 Tucson,2016,31702,30,61.7,1.7,11998
 Tucson,2016,35224,30,61.7,1.7,11998
 Tucson,2016,36512,30,61.7,1.7,11998
 Tucson,2016,40457,30,61.7,1.7,11998
 Tucson,2016,41350,30,61.7,1.7,11998
 Tucson,2016,51963,30,61.7,1.7,11998
 Tucson,2016,53962,30,61.7,1.7,12000
 Tucson,2016,45876,30,61.7,1.7,12026
 Tucson,2016,30022,30,61.7,1.7,12150
 Tucson,2016,35600,30,61.7,1.7,12150
 Tucson,2016,21014,30,61.7,1.7,12163
 Tucson,2016,50132,145,54.3,2,12190
 Tucson,2016,34020,30,61.7,1.7,12195
 Tucson,2016,50193,30,61.7,1.7,12289
 Tucson,2016,26452,30,61.7,1.7,12295
 Tucson,2016,14756,30,61.7,1.7,12298
 Tucson,2016,35153,30,61.7,1.7,12298
 Tucson,2016,38564,30,61.7,1.7,12298
 Tucson,2016,17947,30,61.7,1.7,12299
 Tucson,2016,21898,30,61.7,1.7,12300
 Tucson,2016,25865,30,61.7,1.7,12480
 Tucson,2016,28895,30,61.7,1.7,12491
 Tucson,2016,25224,30,61.7,1.7,12495
 Tucson,2016,25897,30,61.7,1.7,12495
 Tucson,2016,28000,30,61.7,1.7,12495
 Tucson,2016,29293,30,61.7,1.7,12495
 Tucson,2016,33500,30,61.7,1.7,12495
 Tucson,2016,35000,30,61.7,1.7,12495
 Tucson,2016,41374,30,61.7,1.7,12495
 Tucson,2016,53753,30,61.7,1.7,12495
 Tucson,2016,15959,30,61.7,1.7,12498
 Tucson,2016,21037,30,61.7,1.7,12498
 Tucson,2016,30164,30,61.7,1.7,12498
 Tucson,2016,31054,30,61.7,1.7,12498
 Tucson,2016,41953,30,61.7,1.7,12498
 Tucson,2016,58791,30,61.7,1.7,12498
 Tucson,2016,17574,30,61.7,1.7,12499
 Tucson,2016,32481,30,61.7,1.7,12499
 Tucson,2016,30082,30,61.7,1.7,12500
 Tucson,2016,35329,30,61.7,1.7,12500
 Tucson,2016,30581,30,61.7,1.7,12570
 Tucson,2016,35474,30,61.7,1.7,12600
 Tucson,2016,27509,30,61.7,1.7,12698
 Tucson,2016,32919,30,61.7,1.7,12698
 Tucson,2016,35870,30,61.7,1.7,12698
 Tucson,2016,45910,200,47.9,2,12700
 Tucson,2016,30771,30,61.7,1.7,12750
 Tucson,2016,52417,150,54.3,2,12769
 Tucson,2016,28793,30,61.7,1.7,12789
 Tucson,2016,26804,30,61.7,1.7,12795
 Tucson,2016,36263,30,61.7,1.7,12795
 Tucson,2016,40766,30,61.7,1.7,12795
 Tucson,2016,35696,30,61.7,1.7,12798
 Tucson,2016,44794,30,61.7,1.7,12798
 Tucson,2016,27517,30,61.7,1.7,12799
 Tucson,2016,37350,125,58.9,2,12950
 Tucson,2016,21159,30,61.7,1.7,12990
 Tucson,2016,26573,30,61.7,1.7,12990
 Tucson,2016,29508,125,58.9,2,12990
 Tucson,2016,25329,30,61.7,1.7,12995
 Tucson,2016,26389,30,61.7,1.7,12995
 Tucson,2016,31724,30,61.7,1.7,12995
 Tucson,2016,37688,30,61.7,1.7,12995
 Tucson,2016,50299,30,61.7,1.7,12995
 Tucson,2016,58626,30,61.7,1.7,12995
 Tucson,2016,23793,30,61.7,1.7,12998
 Tucson,2016,28861,30,61.7,1.7,12998
 Tucson,2016,30773,30,61.7,1.7,12998
 Tucson,2016,29708,30,61.7,1.7,13000
 Tucson,2016,27283,30,61.7,1.7,13182
 Tucson,2016,69332,145,54.3,2,13292
 Tucson,2016,23257,30,61.7,1.7,13298
 Tucson,2016,35251,30,61.7,1.7,13298
 Tucson,2016,25071,30,61.7,1.7,13300
 Tucson,2016,36736,125,58.9,2,13450
 Tucson,2016,12999,30,61.7,1.7,13474
 Tucson,2016,27951,145,54.3,2,13475
 Tucson,2016,36510,125,58.9,2,13480
 Tucson,2016,23992,30,61.7,1.7,13490
 Tucson,2016,17103,30,61.7,1.7,13495
 Tucson,2016,21225,30,61.7,1.7,13495
 Tucson,2016,37167,150,54.3,2,13495
 Tucson,2016,12663,30,61.7,1.7,13498
 Tucson,2016,13185,30,61.7,1.7,13498
 Tucson,2016,26677,30,61.7,1.7,13498
 Tucson,2016,18504,30,61.7,1.7,13500
 Tucson,2016,20505,30,61.7,1.7,13500
 Tucson,2016,39002,145,54.3,2,13690
 Tucson,2016,10710,30,61.7,1.7,13785
 Tucson,2016,42252,205,47.9,2,13798
 Tucson,2016,30897,30,61.7,1.7,13871
 Tucson,2016,16422,30,61.7,1.7,13888
 Tucson,2016,18688,30,61.7,1.7,13990
 Tucson,2016,23190,30,61.7,1.7,13990
 Tucson,2016,12894,30,61.7,1.7,13998
 Tucson,2016,21262,30,61.7,1.7,13999
 Tucson,2016,25237,30,61.7,1.7,14000
 Tucson,2016,65000,145,54.3,2,14093
 Tucson,2016,18093,30,61.7,1.7,14200
 Tucson,2016,38717,125,58.9,2,14690
 Tucson,2016,13254,145,54.3,2,14698
 Tucson,2016,42231,145,54.3,2,14710
 Tucson,2016,15110,30,61.7,1.7,14798
 Tucson,2016,46759,150,54.3,2,14990
 Tucson,2016,25233,30,61.7,1.7,14995
 Tucson,2016,25044,125,58.9,2,14995
 Tucson,2016,26000,125,58.9,2,15000
 Tucson,2016,49000,200,47.9,2,15790
 Tucson,2016,19500,125,58.9,2,15797
 Tucson,2016,35030,145,54.3,2,15798
 Tucson,2016,24340,125,58.9,2,15995
 Tucson,2016,36238,150,54.3,2,15995
 Tucson,2016,9952,145,54.3,2,16000
 Tucson,2016,22686,145,54.3,2,16500
 Tucson,2016,27923,205,47.9,2,16990
 Tucson,2016,15507,125,58.9,2,16995
 Tucson,2016,25910,200,47.9,2,16995
 Tucson,2016,14956,145,54.3,2,17100
 Tucson,2016,18210,125,58.9,2,17298
 Tucson,2016,29217,200,47.9,2,17991
 Tucson,2017,50408,30,61.7,1.7,10698
 Tucson,2017,30531,30,61.7,1.7,10950
 Tucson,2017,43564,30,61.7,1.7,10990
 Tucson,2017,62382,30,61.7,1.7,10995
 Tucson,2017,36571,30,61.7,1.7,10998
 Tucson,2017,37441,30,61.7,1.7,11000
 Tucson,2017,69786,30,61.7,1.7,11100
 Tucson,2017,22068,30,61.7,1.7,11160
 Tucson,2017,22759,30,61.7,1.7,11290
 Tucson,2017,36058,30,61.7,1.7,11350
 Tucson,2017,32624,30,61.7,1.7,11390
 Tucson,2017,35213,145,61.7,1.7,11498
 Tucson,2017,52029,30,61.7,1.7,11577
 Tucson,2017,18796,150,61.7,1.7,11600
 Tucson,2017,34794,30,61.7,1.7,11650
 Tucson,2017,40195,30,61.7,1.7,11750
 Tucson,2017,43459,145,61.7,1.7,11800
 Tucson,2017,53402,145,61.7,1.7,11900
 Tucson,2017,20274,30,61.7,1.7,11995
 Tucson,2017,28476,30,61.7,1.7,11995
 Tucson,2017,37302,145,61.7,1.7,11995
 Tucson,2017,60591,30,61.7,1.7,11995
 Tucson,2017,24049,150,61.7,1.7,11998
 Tucson,2017,24713,30,61.7,1.7,11998
 Tucson,2017,27717,150,61.7,1.7,11998
 Tucson,2017,55625,30,61.7,1.7,11998
 Tucson,2017,17059,30,61.7,1.7,12000
 Tucson,2017,24026,30,61.7,1.7,12199
 Tucson,2017,25661,30,61.7,1.7,12298
 Tucson,2017,49691,30,61.7,1.7,12300
 Tucson,2017,19052,145,61.7,1.7,12329
 Tucson,2017,18679,30,61.7,1.7,12395
 Tucson,2017,41603,30,61.7,1.7,12395
 Tucson,2017,27473,30,61.7,1.7,12397
 Tucson,2017,12239,30,61.7,1.7,12398
 Tucson,2017,37173,145,61.7,1.7,12400
 Tucson,2017,17310,145,61.7,1.7,12490
 Tucson,2017,45579,30,61.7,1.7,12490
 Tucson,2017,34750,145,61.7,1.7,12495
 Tucson,2017,18145,30,61.7,1.7,12498
 Tucson,2017,22981,145,61.7,1.7,12498
 Tucson,2017,36750,30,61.7,1.7,12600
 Tucson,2017,18624,30,61.7,1.7,12698
 Tucson,2017,33808,30,61.7,1.7,12700
 Tucson,2017,32127,30,61.7,1.7,12790
 Tucson,2017,34476,30,61.7,1.7,12795
 Tucson,2017,27742,30,61.7,1.7,12798
 Tucson,2017,38319,150,61.7,1.7,12798
 Tucson,2017,41342,30,61.7,1.7,12798
 Tucson,2017,30806,30,61.7,1.7,12800
 Tucson,2017,41157,30,61.7,1.7,12895
 Tucson,2017,32027,150,61.7,1.7,12900
 Tucson,2017,36000,150,61.7,1.7,12990
 Tucson,2017,36357,30,61.7,1.7,12990
 Tucson,2017,10320,30,61.7,1.7,12991
 Tucson,2017,17417,30,61.7,1.7,12995
 Tucson,2017,18235,30,61.7,1.7,12995
 Tucson,2017,18235,30,61.7,1.7,12995
 Tucson,2017,32147,30,61.7,1.7,12995
 Tucson,2017,35160,30,61.7,1.7,12995
 Tucson,2017,36681,30,61.7,1.7,12995
 Tucson,2017,8133,30,61.7,1.7,12998
 Tucson,2017,15999,145,61.7,1.7,12998
 Tucson,2017,24263,30,61.7,1.7,12998
 Tucson,2017,33461,30,61.7,1.7,12998
 Tucson,2017,40262,145,61.7,1.7,12998
 Tucson,2017,10726,150,61.7,1.7,13000
 Tucson,2017,12023,30,61.7,1.7,13000
 Tucson,2017,26685,30,61.7,1.7,13000
 Tucson,2017,38506,30,61.7,1.7,13000
 Tucson,2017,62308,125,58.9,2,13056
 Tucson,2017,21119,30,61.7,1.7,13100
 Tucson,2017,23855,30,61.7,1.7,13100
 Tucson,2017,24968,150,61.7,1.7,13100
 Tucson,2017,31164,145,61.7,1.7,13100
 Tucson,2017,27563,30,61.7,1.7,13195
 Tucson,2017,22888,150,61.7,1.7,13200
 Tucson,2017,23167,150,61.7,1.7,13200
 Tucson,2017,285,145,61.7,1.7,13250
 Tucson,2017,19744,30,61.7,1.7,13250
 Tucson,2017,27815,30,61.7,1.7,13250
 Tucson,2017,28499,145,61.7,1.7,13250
 Tucson,2017,29968,30,61.7,1.7,13251
 Tucson,2017,22138,145,61.7,1.7,13280
 Tucson,2017,17936,30,61.7,1.7,13290
 Tucson,2017,29158,30,61.7,1.7,13295
 Tucson,2017,33771,150,61.7,1.7,13298
 Tucson,2017,19937,150,61.7,1.7,13400
 Tucson,2017,28000,30,61.7,1.7,13400
 Tucson,2017,20607,30,61.7,1.7,13480
 Tucson,2017,34498,30,61.7,1.7,13485
 Tucson,2017,15783,30,61.7,1.7,13498
 Tucson,2017,21025,30,61.7,1.7,13498
 Tucson,2017,22714,145,61.7,1.7,13498
 Tucson,2017,25424,30,61.7,1.7,13498
 Tucson,2017,31927,30,61.7,1.7,13498
 Tucson,2017,35003,30,61.7,1.7,13498
 Tucson,2017,45005,145,61.7,1.7,13498
 Tucson,2017,25089,145,61.7,1.7,13499
 Tucson,2017,9654,145,61.7,1.7,13500
 Tucson,2017,15131,30,61.7,1.7,13500
 Tucson,2017,27191,30,61.7,1.7,13500
 Tucson,2017,27587,150,61.7,1.7,13500
 Tucson,2017,36147,30,61.7,1.7,13500
 Tucson,2017,18465,30,61.7,1.7,13666
 Tucson,2017,12520,145,61.7,1.7,13690
 Tucson,2017,34559,145,58.9,2,13690
 Tucson,2017,51626,145,47.9,2,13690
 Tucson,2017,32223,30,61.7,1.7,13695
 Tucson,2017,15040,145,61.7,1.7,13698
 Tucson,2017,17539,30,61.7,1.7,13698
 Tucson,2017,31739,145,61.7,1.7,13698
 Tucson,2017,20462,145,61.7,1.7,13699
 Tucson,2017,19098,30,61.7,1.7,13700
 Tucson,2017,33110,30,61.7,1.7,13700
 Tucson,2017,19348,30,61.7,1.7,13735
 Tucson,2017,25972,30,61.7,1.7,13740
 Tucson,2017,25895,30,61.7,1.7,13745
 Tucson,2017,21000,30,61.7,1.7,13750
 Tucson,2017,22445,30,61.7,1.7,13750
 Tucson,2017,5877,30,61.7,1.7,13771
 Tucson,2017,25198,150,61.7,1.7,13790
 Tucson,2017,50313,125,58.9,2,13791
 Tucson,2017,10128,30,61.7,1.7,13795
 Tucson,2017,22173,30,61.7,1.7,13795
 Tucson,2017,2916,145,61.7,1.7,13798
 Tucson,2017,20917,30,61.7,1.7,13798
 Tucson,2017,30650,145,61.4,1.7,13830
 Tucson,2017,21985,145,61.7,1.7,13850
 Tucson,2017,10587,145,61.7,1.7,13895
 Tucson,2017,17849,30,61.7,1.7,13895
 Tucson,2017,29572,125,58.9,2,13949
 Tucson,2017,32000,30,61.7,1.7,13950
 Tucson,2017,33585,145,54.3,2,13960
 Tucson,2017,17475,145,61.7,1.7,13991
 Tucson,2017,10157,30,61.7,1.7,13995
 Tucson,2017,13330,30,61.7,1.7,13995
 Tucson,2017,16030,30,61.7,1.7,13995
 Tucson,2017,23558,145,61.7,1.7,13995
 Tucson,2017,25117,30,61.7,1.7,13995
 Tucson,2017,27237,30,61.7,1.7,13995
 Tucson,2017,47840,30,61.7,1.7,13995
 Tucson,2017,13943,145,61.7,1.7,13997
 Tucson,2017,13490,30,61.7,1.7,13998
 Tucson,2017,14920,30,61.7,1.7,13998
 Tucson,2017,15908,145,61.7,1.7,13998
 Tucson,2017,16353,30,61.7,1.7,13998
 Tucson,2017,17820,145,61.7,1.7,13998
 Tucson,2017,19372,150,61.7,1.7,13998
 Tucson,2017,21679,30,61.7,1.7,13998
 Tucson,2017,23643,145,61.7,1.7,13998
 Tucson,2017,24107,30,61.7,1.7,13998
 Tucson,2017,24602,150,61.7,1.7,13998
 Tucson,2017,26976,145,61.7,1.7,13998
 Tucson,2017,12185,145,61.7,1.7,14000
 Tucson,2017,13807,30,61.7,1.7,14000
 Tucson,2017,15877,150,61.7,1.7,14000
 Tucson,2017,34545,30,61.7,1.7,14000
 Tucson,2017,39144,145,61.4,1.7,14000
 Tucson,2017,27872,30,61.7,1.7,14172
 Tucson,2017,11428,30,61.7,1.7,14195
 Tucson,2017,33880,150,61.7,1.7,14250
 Tucson,2017,24987,30,61.7,1.7,14290
 Tucson,2017,39530,30,61.7,1.7,14291
 Tucson,2017,31382,145,61.7,1.7,14292
 Tucson,2017,17333,145,61.7,1.7,14295
 Tucson,2017,45726,150,61.7,1.7,14298
 Tucson,2017,30906,145,61.4,1.7,14300
 Tucson,2017,36000,30,61.4,1.7,14470
 Tucson,2017,18772,30,61.7,1.7,14490
 Tucson,2017,18856,30,61.7,1.7,14490
 Tucson,2017,20656,30,61.7,1.7,14490
 Tucson,2017,14513,30,61.7,1.7,14495
 Tucson,2017,26245,150,61.7,1.7,14495
 Tucson,2017,27892,145,61.7,1.7,14495
 Tucson,2017,47150,30,61.4,1.7,14495
 Tucson,2017,9146,150,61.7,1.7,14498
 Tucson,2017,12811,150,61.7,1.7,14498
 Tucson,2017,15455,30,61.7,1.7,14498
 Tucson,2017,18386,30,61.7,1.7,14498
 Tucson,2017,19400,30,61.7,1.7,14498
 Tucson,2017,19674,30,61.7,1.7,14498
 Tucson,2017,21776,145,61.7,1.7,14498
 Tucson,2017,24598,125,58.9,2,14498
 Tucson,2017,37587,145,54.3,2,14498
 Tucson,2017,15679,145,61.7,1.7,14499
 Tucson,2017,4566,30,61.7,1.7,14500
 Tucson,2017,11653,30,61.7,1.7,14500
 Tucson,2017,14416,30,61.7,1.7,14500
 Tucson,2017,30870,150,61.7,1.7,14500
 Tucson,2017,30085,150,61.4,1.7,14590
 Tucson,2017,17528,150,61.7,1.7,14600
 Tucson,2017,30165,30,61.7,1.7,14600
 Tucson,2017,18777,145,61.7,1.7,14749
 Tucson,2017,29000,150,61.4,1.7,14795
 Tucson,2017,29800,200,47.9,2,14795
 Tucson,2017,6430,30,61.7,1.7,14798
 Tucson,2017,15804,30,61.7,1.7,14798
 Tucson,2017,36303,30,61.4,1.7,14799
 Tucson,2017,20820,145,54.3,2,14860
 Tucson,2017,26182,150,61.4,1.7,14900
 Tucson,2017,24963,150,61.4,1.7,14966
 Tucson,2017,38192,145,54.3,2,14985
 Tucson,2017,42858,205,47.9,2,14985
 Tucson,2017,42858,200,47.9,2,14985
 Tucson,2017,26697,145,61.4,1.7,14990
 Tucson,2017,31013,30,61.4,1.7,14995
 Tucson,2017,35791,145,54.3,2,14995
 Tucson,2017,8016,30,61.7,1.7,14998
 Tucson,2017,16814,145,61.7,1.7,14998
 Tucson,2017,25123,145,54.3,2,14998
 Tucson,2017,18540,30,61.7,1.7,15250
 Tucson,2017,10330,30,61.7,1.7,15270
 Tucson,2017,14491,30,61.7,1.7,15295
 Tucson,2017,27000,150,61.4,1.7,15395
 Tucson,2017,14691,145,54.3,2,15469
 Tucson,2017,13751,145,61.7,1.7,15470
 Tucson,2017,22798,30,61.7,1.7,15490
 Tucson,2017,7000,145,61.4,1.7,15490
 Tucson,2017,20018,30,61.4,1.7,15490
 Tucson,2017,26826,30,61.4,1.7,15498
 Tucson,2017,23546,30,61.7,1.7,15500
 Tucson,2017,47196,145,54.3,2,15600
 Tucson,2017,38300,145,58.9,2,15700
 Tucson,2017,16964,145,61.4,1.7,15732
 Tucson,2017,39620,145,61.4,1.7,15795
 Tucson,2017,23295,200,47.9,2,15795
 Tucson,2017,24662,145,61.4,1.7,15849
 Tucson,2017,21390,150,61.4,1.7,15890
 Tucson,2017,44473,145,54.3,2,15890
 Tucson,2017,19179,30,61.4,1.7,15970
 Tucson,2017,22117,30,61.7,1.7,15980
 Tucson,2017,19996,30,61.4,1.7,15990
 Tucson,2017,14000,30,61.7,1.7,15995
 Tucson,2017,36895,150,58.9,2,15995
 Tucson,2017,14412,150,61.4,1.7,15998
 Tucson,2017,17177,30,61.7,1.7,16000
 Tucson,2017,11333,145,61.4,1.7,16290
 Tucson,2017,26500,145,54.3,2,16430
 Tucson,2017,26393,125,58.9,2,16750
 Tucson,2017,41617,200,47.9,2,16750
 Tucson,2017,26421,150,61.7,1.7,16794
 Tucson,2017,19349,145,54.3,2,16991
 Tucson,2017,21431,145,58.9,2,16995
 Tucson,2017,26111,145,54.3,2,17490
 Tucson,2017,19366,125,58.9,2,17500
 Tucson,2017,36432,150,54.3,2,17650
 Tucson,2017,25172,145,58.9,2,17800
 Tucson,2017,8256,125,58.9,2,17899
 Tucson,2017,15899,145,54.3,2,18330
 Tucson,2017,20829,125,54.3,2,18495
 Tucson,2017,15276,200,47.9,2,18750
 Tucson,2017,28964,30,61.7,1.7,21599
 Tucson,2018,21642,145,61.7,1.7,12698
 Tucson,2018,29268,150,61.7,1.7,12698
 Tucson,2018,15474,145,61.7,1.7,13298
 Tucson,2018,8265,145,61.7,1.7,13495
 Tucson,2018,8447,145,61.7,1.7,13500
 Tucson,2018,16346,145,61.7,1.7,13799
 Tucson,2018,12085,145,61.7,1.7,13980
 Tucson,2018,15563,150,61.7,1.7,13985
 Tucson,2018,16492,150,61.7,1.7,13985
 Tucson,2018,18045,150,61.7,1.7,13985
 Tucson,2018,19495,145,61.7,1.7,14291
 Tucson,2018,17287,145,61.7,1.7,14400
 Tucson,2018,20,145,61.7,1.7,14594
 Tucson,2018,19076,145,61.7,1.7,14650
 Tucson,2018,21505,145,61.7,1.7,14853
 Tucson,2018,30342,145,58.9,2,14890
 Tucson,2018,44779,145,61.4,1.7,14995
 Tucson,2018,8786,145,61.7,1.7,15169
 Tucson,2018,20000,150,61.7,1.7,15190
 Tucson,2018,30210,145,61.4,1.7,15500
 Tucson,2018,9056,145,61.7,1.7,15549
 Tucson,2018,18157,145,48.7,1.6,16995
 Tucson,2018,11500,145,61.4,1.7,17000
 Tucson,2018,13421,150,48.7,1.6,17390
 Tucson,2018,4760,145,48.7,1.6,17495
 Tucson,2018,24500,145,48.7,1.6,17495
 Tucson,2018,13668,150,48.7,1.6,17995
 Tucson,2018,7874,145,48.7,1.6,17998
 Tucson,2018,4188,145,48.7,1.6,18000
 Tucson,2018,10300,145,48.7,1.6,18295
 Tucson,2018,8523,145,45.6,1.6,21000
 Tucson,2018,10,145,61.4,1.7,25194
 Tucson,2019,19450,145,48.7,1.6,17749
 Tucson,2019,18241,145,48.7,1.6,17995
 Tucson,2019,508,145,48.7,1.6,18990
 Tucson,2019,9676,145,48.7,1.6,18995
 Tucson,2019,9676,150,48.7,1.6,18995
 Tucson,2019,6220,150,48.7,1.6,19000
 Tucson,2019,3400,145,49.6,1.6,19199
 Tucson,2019,4900,145,48.7,1.6,19489
 Tucson,2019,10,150,48.7,1.6,19995
 Tucson,2019,4304,145,48.7,1.6,20990
 Tucson,2019,8574,145,45.6,1.6,22491
 Tucson,2019,100,145,48.7,1.6,22895
 Tucson,2019,9493,145,45.6,1.6,22969
 Tucson,2019,26,150,48.7,1.6,23995
 Tucson,2019,5500,145,45.6,1.6,24969
 Tucson,2020,2000,145,48.7,1.6,22495
 Tucson,2020,4092,145,48.7,1.6,23500
 Tucson,2020,146,150,48.7,1.6,27995
 Ioniq,2016,13695,0,78.5,1.6,13685
 Ioniq,2016,51600,0,78.5,1.6,13995
 Ioniq,2016,42707,0,78.5,1.6,13999
 Ioniq,2016,20296,0,78.5,1.6,14270
 Ioniq,2016,19801,0,78.5,1.6,15275
 Ioniq,2016,24695,0,78.5,1.6,16495
 Ioniq,2017,38249,140,78.5,1.6,12990
 Ioniq,2017,12790,0,78.5,1.6,13299
 Ioniq,2017,22431,135,78.5,1.6,13600
 Ioniq,2017,33000,135,78.5,1.6,13995
 Ioniq,2017,27430,0,78.5,1.6,14250
 Ioniq,2017,17391,135,78.5,1.6,14403
 Ioniq,2017,20992,135,78.5,1.6,14495
 Ioniq,2017,43912,135,78.5,1.6,14500
 Ioniq,2017,16001,140,78.5,1.6,14790
 Ioniq,2017,31490,0,78.5,1.6,14795
 Ioniq,2017,27860,0,78.5,1.6,14895
 Ioniq,2017,23900,0,78.5,1.6,14995
